,job_title,company_name,job_location,job_requirement,job_description
265,Customer Service,Webhelp Greece -,Webhelp Greece -,"Job Requirements:Customer Support and sales professionals must have excellent communication skills, including a clear, confident speaking voice and a friendly rapport with customers.Must also have the ability to be flexible and creative in dealing with customers. Must represent the company in a positive light at all times.Fluent in the Spanish language.Fluent in the English language.Good knowledge of sales techniques.Desire to be part of a growing international company.Ability to stay professional and focused in stressful situations.Strong customer orientation and communication skills.Ability to work towards strict targets.Appealing appearance on the phone.Personable and friendly tone of voice.A passion for helping and delighting customers.Patience, persistence, and persuasiveness.Must be a good listener, creative, intuitive, resourceful, and able to resolve problems in a fast-paced environment.Flexibility, Active listening, Problem-solving, Effective communication, and Positive attitude.Quiet environment and a speedy laptop/desktop PC. Internet connection with high speed Plus reliable USB modem with high connection speed.Ability to work on shifts in a 24/7-based schedule.What we offer:International and inclusive work environmentFlexible vacation100% remote foreverThe placement is provided directly at the company. The remuneration will consist of a base pay + salary bonus (depending on results) both in USD currency.Limitations and Disclaimer: The job description above is meant to describe the general nature and level of work performed; it is not intended to be construed as an exhaustive list of responsibilities, duties, and skills required for the position. ","Why join usAre you passionate about delivering a unique customer experience and have a natural drive to help people? Then join our fun-loving, multicultural team of #GameChangers at Webhelp Greece and use your communications skills in German. We are bringing Customer Advisors on board for our clients.You will learn fascinating insights into the hospitality industry while building a long-term career and developing your skills. No two days will be the same as you’ll provide valuable and memorable experiences to a wide range of customers.What we offer:Indefinite contractFull Relocation Support PackageCompetitive Salary (14 Salaries, 2 extra salaries/annum)Daily cash voucher in Up Hellas Mastercard per working dayUp to 10% Monthly Performance BonusOpportunities for international Career through Webhelp International Mobility programA challenging working environmentPrivate health insurance + Dental CareFree gym, rooftop open-air cinema and other well-being activitiesEnjoy with your co-workers your lunch break at our new RestaurantEmployee events"
266,Customer Service,Webhelp -,Webhelp -,"Bachelor's degree, graduates onlyExcellent communication and presentation skills.Very Good Command of English language.Good computer skills, internet search, e-mail, social media.Excellent command of MS OfficePrevious customer service experience is preferred.",Webhelp is hiring technical customer service agent for a new US account:(Fast paced promotions)- Salary 11K Gross Salary +1K Overnight allowance +6K guaranteed bonus every 6 months- Night shifts (starting from 6pm) max shift ends by 4AM- Transportation available to the nearest Drop off point (One way)- Social and Medical insurance
267,Customer Service,Webhelp Egypt -,Webhelp Egypt -,"Strong phone and verbal communication skills along with active listeningAbility to multi-task, set priorities and manage time effectively.Flexibility to work in rotational shifts.Ability to work easily and efficiently among a team.Fluency in English is a must.Full commitment to the job.Egyptians onlyGraduates only","Webhelp Egypt US Telecom Account -Benefits • Salary: 11k Gross + 1k Overnight allowance + 6,000 Guaranteed bonus every 6 months + End of training bonus + 15% cost of living allowance after probation. • Social & Medical insurance • Free access to our in-house gym •Transportation is provided one way back (Door to door)  -Requirements: • Fluent English Speakers (B2- C1 ) • Grads ONLY  -Working conditions: • Fixed Shifts: 7:00 PM to 4:00 AM • Days Off: Sunday & Monday Fixed • Work Location: 5th Settlement"
268,Customer Service,Carina Wear -,Carina Wear -,Excellent communication skillsHigh Knowledge in technologyvery good in English languageMales Only,"Maintaining a positive, empathetic, and professional attitude toward customers at all times.Responding promptly to customer inquiries.Communicating with customers through various channels.Acknowledging and resolving customer complaints.Knowing our products inside and out so that you can answer questions.Processing orders, forms, applications, and requests.Keeping records of customer interactions, transactions, comments, and complaints.Communicating and coordinating with colleagues as necessary.Providing feedback on the efficiency of the customer service process.Ensure customer satisfaction and provide professional customer support."
269,Customer Service,Delivery-tech -,Delivery-tech -,"Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi ","About us:It all starts with passion.We are a long-established saas company with the mission of making it easier for businesses of all sizes to use digital marketing, email marketing, and multichannel marketing services. We firmly believe in the power of authentic relationships and meaningful conversations between brands and people.We're an innovative and fully distributed team, currently spanning many countries and we take pride in our ability to function as an effective remote-first organization.We successfully sell various software and cloud services worldwide, such as turboSMTP, MailStyler, SendBlaster, eMailChef, and Labeljoy.turbo SMTP is an SMTP service provider. SMTP stands for  Simple Mail Transfer Protocol. It's a set of communication  guidelines that allow the software to transmit email over the  Internet. The service is paid service. We are selling SMTP relays used by many companies to send their newsletters, offers, or advertisements to their clients.  We have an international user base. That’s why we need agents with different languages and on various shifts to cover the 24/7 to suit our client’s needs. Our aim is to create collaborative strategies, working side by side with our clients to provide them with the best ideas and make them stand out.The position:Customer Support and sales professional (working remotely) Full time.We are looking for a personable, experienced Customer Support and sales professional to join our expanding team. In this role, you will be serving our clients by solving their service problems, accepting or refusing orders, solving financial problems, and answering pre-sales questions. This is done with the help of a well-built system, helpful teamwork, and a written guide as a reference. You will also be dealing with customer relations issues by answering inquiries made by email, skype, chat, or phone.  You will get expert advice and information from our potential customers regarding a variety of products and services offered by our company. You will play a key role in increasing our profitability and sales revenue through excellence in customer service and an informed, consultative approach to selling and client conversion.Responsibilities:Solve client’s billing or service problems.Accepting or refusing orders.Answering Client’s inquiries through email, live chat, or phone.Assisting clients during the onboarding phase.Calling new clients to build relationships and ensure smooth service migrationActing as inbound salesSupport sales processes via phone calls to customers.Introducing the organization's products or services to customers in order to follow up with further steps of the sales process.Negotiate sales and address any concerns/reservations of potential customers.Communication with developers to get client's problems solvedTroubleshoot the client’s problem.Speaking to customers to quickly get to the root of their problem.Providing timely and accurate customer feedback.Following up with clients to ensure the problem is resolved.Testing services and reporting in case of emergency or bug found.What we offer:International and inclusive work environmentFlexible vacation100% remote foreverThe placement is provided directly at the company. The remuneration will consist of a base pay + salary bonus (depending on results) in USD currency.Limitations and Disclaimer: The job description above is meant to describe the general nature and level of work performed; it is not intended to be construed as an exhaustive list of responsibilities, duties, and skills required for the position."
270,Customer Service,Maadi plotting Center -,Maadi plotting Center -,Excellent communication skillsFLUENCY in German is a MUST (B2/C1)GRADUATES onlyExcellent and fast typing skillsMales and femalesWork location one KattameyaPoint Transportation provided,"     The Customer success officer will own and manage customer relationships and ensure delivery of great service to clients.Provide clients with the necessary external and internal support needed for the smooth and efficient running of their activities, to assure that all terms and conditions of contractual agreement are well coordinated.Act as a single point of contact for the client and attends to customer issues promptly.Keeps account information in relevant files and databases.Handle & Follow clients through Emails, whatsapp & MobileResponsibilities:Answer customers inquires.Handel Customers requestsEnsure customer satisfactionFollow up with previous requestsWorking conditions:8 working hours including ½ hour break6 working days/ shift system applied"
271,Customer Service,_VOIS Egypt -,_VOIS Egypt -,," Work completely from home for remote employees (outside of Cairo & Alex)Work from Home opportunity with only one month and a half from the premises (For Cairo & Alex employees)Transportation is provided with no extra cost.Best workplace in Egypt. Award winning work environment that encourages and supports career progression.Paid online training from home without the need of any previous experienceAnnual leave balanceAttractive salaries plus great bonus schemesAll equipment will be provided (Laptop or PC & headset) along with an allowance to cover the charges of the internet.Social insurance plus a great medical insurance plan. Full-time scheme:Working days: 5 days and 2 days off.9 Working hours including breaks (Rotational shifts).The first 3 to 4 weeks will be online training from home (from 9 am to 5 pm).After the training, you will work from the premises for a month and a half and after then you will start working from home again. "
272,Customer Service,Etisal EG -,Etisal EG -,Fluency in Italian is a Must.Excellent communication skills.Ability to multi-task.Organized and detail-oriented.Critical thinking.Team Player.Customer Oriented and high level of problem-solving skills.,"Respond to customer inquiries in an accurate and timely manner Provide full support and work to solve all customer problems in coordination with the competent departmentsAttending customer’s inquiries by fulfilling their requirements, solve their problems, follow up their cases, and update them.Met customer in retail and deal  with them face to face  "
273,Customer Service,Etisalat Egypt -,Etisalat Egypt -,"Profile:Perfect command of the Dutch language, with good oral and written skills.Excellent argumentation skills.Business logic.Active listening.Empathy.Work experience:Experience in telemarketing is a plus (incoming calls).Profiel:Perfecte beheersing van de Nederlandse taal, met goede mondelinge en schriftelijke vaardigheden.Uitstekende argumentatievaardigheden.Bedrijfslogica.Actief luisteren.EmpathieWerkervaring: Ervaring in telemarketing is een plus (binnenkomende oproepen)","Etisalat UAE is hiring immediately at  English account (Non-voice account) * #males_females #graduate  * English level (Fluent) * available age up to  32 Benefits:* salary 7300 (6500 net + 800 kpi's) * COLA increase after 6 months 15%* social & medical, insurance * free vpn line * Fully paid training * chance to get promoting after 6 months depending on your performance Working conditions:* 8 hours, 1 hour break (rotational)* 5 working days and 2 days off (rotational)*location: Maadi "
274,Customer Service,Majorel Egypt -,Majorel Egypt -,Experience as a Customer Support Specialist or similar CS roleFamiliarity with our industry is a plusExperience using help desk software and remote support toolsUnderstanding of how CRM systems workExcellent communication and problem-solving skillsMulti-tasking abilitiesPatience when handling tough casesBSc in Information Technology or relevant diploma,Handling customers by Phone and EmailsProblem solving.Build a good rapport with ClientsRespond promptly to customer inquiries.Handle and resolve customer complaints.Obtain and evaluate all relevant information to handle customer and service inquiries.Follow up on customer interaction.
275,Customer Service,UFC Gym Egypt -,UFC Gym Egypt -,GradsFluent in EnglishBelow 34 years oldBenefits:Attractive SalariesCola after 6 months ( Salary increasing 15% )Social & Medical InsuranceFree VPNAbility to be promoted or travel to UAE after 6 months depends on The performance,"Develop digital and print educational material (e.g. videos and manuals)Organize classroom-style seminars about product features and sales techniquesConduct role-playing activities to develop interpersonal skills (e.g. negotiation, teamwork and conflict management)Identify individual and team skills gapsSchedule regular training sessions (e.g. monthly or quarterly)Ensure new hires take on basic sales training courses, including communication and troubleshooting skillsLiaise with managers and encourage on-the-job coaching (e.g. how to handle difficult client cases)Coordinate mentorship programs for new customer service representativesAssess the impact of each educational course on staff performance and client satisfactionMaintain updated records of training curricula and material"
276,Customer Service,Majorel Egypt -,Majorel Egypt -,"Job RequirementsWhat qualifications do we need from you?•    Minimum age: 18 years old•    Have the right to work in Egypt•    Minimum qualification of a high school degree - Passed•    Excellent communication skills in German language (both written and oral fluency)  B2/C1•    Experience working with a computer•    The availability to work varying shifts from Monday to Sunday within our operating hours •    Willingness and ability to work in rotating shifts (i.e. early, late, weekend, and overtime as required)What strengths will you bring?•    Hard-working, articulate, and detail-oriented•    Friendly and customer-focused in every situation•    Ability to learn quickly and embrace change •    Comfortable multi-tasking in a high-energy environment.What benefits will you receive?One of the great things about joining Amazon’s Customer Service team is that you don’t need past experience in customer service. You’ll receive training and be provided with a complete equipment package when you join. Additionally, we offer a number of benefits, including:Social InsuranceMedical InsuranceTransportation: we will continue to provide 1-way night transportation from 7:00 pm to 7:00 am with gathering points for males and door to door transportation for females. Additionally, we will provide shuttle buses throughout the day starting 7:00 am to the below drop off points every 30 min:Gas station beside bloom bankDowntown StreetWhat we offer:  Competitive and attractive salaryInternational and diverse work environmentGreat opportunity for growth and career developmentLife InsuranceMedical insurance is provided (Individual/Family)Onsite cafeteria with free hot drinks, water, and discounted meals & beverages","Answer incoming calls and respond to customer’s emails.Management and resolve customer complaintsProvide product and service information to customer.Assisting customers with solutions, counselling, and information about the company’s policy and services.Promote the company and services with a positive attitude and knowledge.Document all call information according to standard operating proceduresFollow up customer calls where necessaryOther duties as assigned"
277,Customer Service,Intelcia -,Intelcia -,must have good internet must have headset,"Proven customer support experience or experience as a Client Service RepresentativeTrack record of over-achieving quotaStrong phone contact handling skills and active listeningFamiliarity with CRM systems and practicesCustomer orientation and ability to adapt/respond to different types of charactersExcellent communication and presentation skillsAbility to multi-task, prioritize, and manage time effectivelyHigh school diplomaEen klantendienst medewerker is verantwoordelijk voor het beantwoorden van inkomende oproepen van klanten. Hun rol is om hun behoeften te identificeren en zo snel mogelijk een oplossing te bieden. Soms moet hij/zij ook een verkoop afronden. Als klantendienst medewerker is je directe leidinggevende de teammanager, en je belangrijkste taken zijn:Het ontvangen van inkomende oproepen van klantenHet actief luisteren naar de bellersIdentificeer hun behoeften, analyseer hun verzoeken en neem leidingBehoud de hoogste kwaliteit van de klantenserviceZorg ervoor dat aan de kwantitatieve en kwalitatieve doelstellingen van het project wordt voldaan.Voordat het echte werk begint, wordt je van een volledige opleiding voorzien om je voor te bereiden op de verantwoordelijkheden die je zullen worden toevertrouwd."
278,Customer Service,Webhelp -,Webhelp -,"Bachelor's degree in a related field such as business, communication, or customer service.Preferable experience in a customer service role (Call Center Environment).Good Computer Skills.Fluent English (Both Written & Spoken).Fast Typing.Communication Skills.Problem-Solving Skills.Organizational Skills.Problem Resolution Skills.Military Service Completed.3 months training ,renewable up to 6 months and potential to be fully hired after that.","Respond to customer queries in a timely and accurate way, via phone, email or chatIdentify customer needs and help customers use specific featuresAnalyze and report product malfunctions (for example, by testing different scenarios or impersonating users)Update our internal databases with information about technical issues and useful discussions with customersMonitor customer complaints on social media and reach out to provide assistanceShare feature requests and effective workarounds with team membersInform customers about new features and functionalitiesFollow up with customers to ensure their technical issues are resolvedGather customer feedback and share with our Product, Sales and Marketing teamsAssist in training junior Customer Support Representatives"
279,Customer Service,Etisalat Egypt -,Etisalat Egypt -,"Proven work experience as a Service Advisor or similar roleA strong understanding of automotive technology and the automotive industryProficiency with industry-specific softwareExcellent customer service, interpersonal and communication expertiseStrong organizational, decision-making and problem-solving skillsRelevant training and/or certifications as a Service Advisor","Etisalat Global Services is hiring an Excellent English Speakers to handle the CST in UAE through Chat, Mails and calls."
280,Customer Service,RISEUP (Endemag for Administrative Skills Development) -,RISEUP (Endemag for Administrative Skills Development) -,"B2, C1 English speaker Familiarity with our industry is a plusFamiliar with  using help desk software and remote support toolsUnderstanding of how systems workExcellent communication and problem-solving skillsMulti-tasking abilitiesPatience when handling tough cases.","This role requires working variable hours to match when customers need us most. You will work 9-hour shift including day, late and overnight shifts and your work week is minimum 40 hours. In order to match our customer demand, we schedule based on a variety of different shift patterns within our operating hours from Monday to Sunday. You may be required to work national holidays. You will learn more about your exact schedule closer to your start date"
281,Customer Service,Oaktree Equity -,Oaktree Equity -,Sinai residents are preferredBachelor's degree in Civil engineering is a must.1+ years of experience as a Civil technical office engineer.Previous experience in irrigation networks and HDPE pipes.Proven experience in the infrastructure field.Team working skills.problem-solving skills.Organized.Strong attention to detail and accuracy skills.Confidentiality.,"Job SummaryWe are a property management company looking to hire a dependable and friendly customer service representative to handle calls with new and current tenants. Shift & Hours This is a full-time position. There are 2 shifts available: A) 8:30 am to 5:30 pm or B) 9:00 am to 6:00 pm (US Eastern time zone), Monday through Friday, and occasional Saturdays (once every 2 months)Responsibilities & DutiesKeep concise, organized notes about each tenant Maintain accurate information about rental units Problem solve basic tenant issues Stay informed about tenants and ongoing projects.Escalate issues as needed Complete basic reporting Checking tenant accounts for delinquency.Check and respond to emails and text messagesQualifications and SkillsMust be proficient in English (call center experience is not necessary, but a plus) Must be able to use spreadsheets Must be able to learn new software independently and have intermediate computer skills Strong organizational skills Must have a reliable internet connectionPay is negotiable and based on experience."
282,Customer Service,Mantrac -,Mantrac -,Proven working experience in civil engineeringExperience 1: 2 years in similar field.Work Under Stress.Strong communication and interpersonal skills,"Answering Inquiries: Responding to customer inquiries promptly and accurately via phone, email, or chat, providing information about products, services, policies, and procedures.Issue Resolution: Identifying and resolving customer issues, complaints, or concerns by actively listening, analyzing the problem, and offering appropriate solutions or escalating to higher-level support if necessary.Customer Support: Assisting customers with troubleshooting technical issues, guiding them through processes, and providing step-by-step instructions to resolve problems.Order Processing: Processing customer orders, verifying information, and ensuring accurate entry of details into the system while adhering to established processes and timelines.Complaint Handling: Managing customer complaints with empathy and professionalism, addressing grievances, and taking appropriate steps to resolve issues and restore customer satisfaction.Record Keeping: Maintaining accurate and detailed records of customer interactions, inquiries, complaints, and resolutions in the customer relationship management (CRM) system.Upselling and Cross-selling: Identifying opportunities to promote additional products or services to customers based on their needs and preferences, contributing to revenue generation and customer retention.Customer Feedback: Collecting and documenting customer feedback, suggestions, and complaints, and relaying relevant information to the appropriate departments for continuous improvement.Adherence to Policies: Following company policies, procedures, and call center guidelines to ensure consistent and high-quality customer service delivery.Continuous Learning: Actively participating in training programs, workshops, and team meetings to enhance product knowledge, customer service skills, and stay updated with any changes or updates in the company's offerings.Collaboration: Collaborating with team members, supervisors, and other departments to address complex customer issues, seek assistance when needed, and contribute to a positive and cohesive work environment.Time Management: Efficiently managing time and call handling metrics to handle a high volume of customer interactions while ensuring quality service and adherence to service level agreements.Professionalism: Demonstrating professionalism, empathy, and patience when dealing with customers, maintaining a positive and customer-focused attitude even in challenging situations.Compliance: Adhering to data protection regulations, confidentiality agreements, and other legal and ethical requirements to ensure the privacy and security of customer information.Quality Assurance: Participating in quality monitoring programs and evaluations to ensure adherence to performance standards, identify areas for improvement, and maintain a high level of service quality."
283,Customer Service,Confidential -,Confidential -,Architecture/Civil Bachelor Degree.Minimum  2 to 5  years experience in a procurement role (Fit out projects is a must).Greater Giza resident.,"Liaises with the Workshop Controller to obtain estimates and schedule workBooks vehicles in to the workshop, taking into account workshop utilisation targets, job complexity and availability of parts and materials Agrees vehicle delivery/collection or courtesy car arrangements and completes all required checks before handing over the loan car to the customerSeeks and acts on opportunities to sell additional products, services and repair workAdheres to JLR procedures for repairs and services Provides estimates according to company policy Initiates and maintains accurate job and customer records and follow up systems Keeps records of warranty work in accordance with manufacturer and Dealership requirements Verifies payment method in advance of work starting Ensures all work is carried out and charged forAccurately maintains document control systemsAccurately maintains cash/credit accounting to ensure security of all payments  Inputs information into the workshop loading system Updates the customer on progress and checks customer satisfaction on completionCommunicates regularly with customer to update on workshop progress, agreeing any additional spend and managing expectations regarding costs and timingsLiaises between the customer and the workshop (e.g. to seek authority to complete additional work) Fully explains invoices to the customer on completion of the work and checks understanding Checks courtesy cars on return Works as a full member of the Dealership teamSupports the Service Manager and team to meet objectives Works with colleagues across the Dealership to deliver improvements and provide a seamless service to customersWorks with colleagues across the Dealership to investigate and resolve customer complaintsUnderstands and follows relevant aspects of JLR operating guidelines Ensures sales opportunities are followed up by the most appropriate colleagueMaintains a professional manner and high standards of personal presentation at all timesUses feedback to improve own skills and performance "
284,Customer Service,Oaktree -,Oaktree -,"Bachelor’s degree in civil engineering.Years of experience, Minimum: 1 - Maximum: 4An infrastructure Background is preferred. Excellent proficiency in MS Office (Excel, Outlook, and Word).Excellent Command of written English language and excellent command of spoken English Language.Past Experience as a site engineer is an advantage.Technical abilities & Familiarity with reading plans and drawings.  ","Respond to customer queries in a timely and accurate way, via phone.tIdentify customer needs and help customers use specific featuresAnalyze and report product malfunctions (for example, by testing different scenarios or impersonating users)Update our internal databases with information about technical issues and useful discussions with customersMonitor customer complaints on social media and reach out to provide assistanceShare feature requests and effective workarounds with team membersInform customers about new features and functionalitiesFollow up with customers to ensure their technical issues are resolvedGather customer feedback and share with our Product, Sales and Marketing teamsAssist in training junior Customer Support Representatives"
285,Civil Engineer,AlGammal Contracting -,"taba, South Sinai, Egypt ",BSC of Engineering preferred “ civil – architect or construction”1-3 years overall experience preferred in Aluminum.Knowledge of AutoCAD.Knowledge of surveying.Good understanding of project management.,"Study the project documents including drawings, specifications, BOQ (Bill of Quantity), RFI (Request for information), correspondence…etc. to take into consideration all the project details during execution.Generally responsible for implementation and monitoring of all irrigation networks related to work as per approved drawings.Prepare mechanical shop drawings and as-built drawings, and ensure documentation and records in use are reviewed and approved by the consultant for the MEP systems.Plans the execution of all irrigation networks and coordinates the works with the civil group.Delivers infrastructure platform solutions by working as a part of the project team to meet consultant expectations.Prepare project records given by the site engineer with details such as field progress, field conditions, equipment use, and corrective actions.Responsible for reviewing subcontractors' invoices."
286,Civil Engineer,Chint Egemac -,"6th of October, Giza, Egypt ","Bachelors in civil engineering (0 or 1-year experience) - 2021, 2022 & 2023 only.Heliopolis, Nasr City, New Cairo resident is a must.Experience with different CAD software packages.Experience with GPS, Total station, levelWilling to learn and develop your technical skills fastGreat attention to detailAbility to work in a busy environment, and prioritize and work with multiple projects at a time while managing tight deadlinesStrong written and verbal communication skills with a high degree of integrity, confidentiality, and professionalismExcellent communication skillsCreativity and adaptability skillsExcellent collaboration and leadership skills"," Manage, design, develop, create and maintain small-scale through to large-scale construction projects in a safe, timely and sustainable manner.Conduct on site investigations and analyze data (maps, reports, tests, drawings and other). Carry out technical and feasibility studies and draw up blueprints that satisfy technical specifications. Assess potential risks, materials and costs.Provide advice and resolve creatively any emerging problems/deficiencies.Oversee and mentor staff and liaise with a variety of stakeholders. Handle over the resulting structures and services for use. Monitor progress and compile reports in project status. Manage budget and purchase equipment/materials. Comply with guidelines and regulations including permits, safety etc. and deliver technical files and other technical documentation as required.Follow contractors issues and submit report with status.Solve contractors blockings and support company to make cost reduction.Check contractors application to be submitted finally to finance with full data."
287,Civil Engineer,Leeds -,"Sheikh Zayed, Giza, Egypt ","Bachelor's degree in engineering (Civil or Mechanical or Electrical or Construction Management).1: 2 years of experience as a planning engineer in the Construction field.Excellent in MS Office.Very good in English (Written and Spoken).Planning and project management skills.Strong multitasking abilities.Strong analytical, critical, and logical thinking skills.A sound understanding of safety protocols.Ability to focus under pressure and meet deadlines.Courses Certifications (PRMG - Primavera P6 - Power BI).","Compare the prices of sub-contractors with the proposed prices from the Estimation Dep, negotiate the best price to execute the specified item according to project specs and Prepare the contract of the awarded sub-contractorsIssue advanced payment certificate for the sub-contractors according to the contract conditions.Attach the approved cost sheet with the advanced payment certificate and acquiring final approval from the managing director.Review quantities of the major items before contracting and proceeding with Purchase orders in coordination with the Technical Dep. And site management team.Submit and approve the procurement schedule for the project showing a clear plan of delivery of items.Review the quantities of purchase orders as per approved shop drawings in coordination with the Technical Dep. and add waste ratios according to the availability of material in the local markets or imported.Liaise and resolve any conflicts or discrepancies arising between project management team and subcontractors regarding the valuation of onsite works and invoices.Review the procurement weekly memo, making sure the required payments for subcontractors/suppliers are on track in order to ensure productive site progress and procurement cycle.Provide valuation for variation orders and items price break down for the commercial Dept. in order to submit project variation orders to client/ consultant.Provide the planning dept. with cost effect arising from claims, showing project overheads, price increase percentages, financing costs, currency fluctuation impact.Review final invoices for sub-contractors sent by the project manager and calculate the final cost of the project before sending the final invoice to the consultant and client.Re-review subcontractor's final invoices' quantities and any deductions ratios after receiving a copy of the approved final invoice after review by the consultant and client."
288,Civil Engineer,Saudi-firmness -,"Katameya, Cairo, Egypt ","Sales Engineer Requirements:A bachelor's degree in Civil engineering.1-3 years of working experiences.Experience in sales and the technology field.Strong communication, interpersonal, customer service, and sales skills.Good leadership and team working skills.Owns a car.","Review tender documents - specs, drawings, Bill of Quantities, and ensure that clarifications are raised well in time to get better clarity on bid submission. Apply modifications including reflections on pricing based on the client’s responses.Meet with the project owner or consultant to obtain an overview.Divide the project into packages, create a Request for Quotation “RFQ”, and coordinate with the procurement team to contact suppliers and subcontractors to obtain price offers.Conduct comparison studies for suppliers' and subcontractors' quotations and develop breakdown cost estimations in response to the client’s Bill of Quantities “BOQ” and the client’s specific requirements.Create commercial and technical proposals to ensure prompt and accurate compliance with the client’s requirements."
289,Civil Engineer,Alicoegypt -,"Cairo, Egypt ",Bachelor’s degree in Architectural.Finishing/ FITOUT experience is must .CAD Expert.Excellent communication skills.Organization Skills.Management Skills.Experience from 1 to 3 years in the same field.,"
To handle the project’ execution & site control, which focus more on meeting sites’ requirements for tools, equipment and labors, also for the technical and administrative tasks of the project in accordance with the Operation’s objectives, schedule and targets to ensure smooth & efficient workflow.
"
290,Civil Engineer,Micro Engineering -,"Heliopolis, Cairo, Egypt ","
Experience : from 1 to 3 years
Specialty: Civil, mechanical, architectural
Must have a car, 6th October residence or nearby areas
Males only
Good command of English
"," Surveying using different instruments (level, total station, GPS, and Laser scanner)Laser scanning data processingTasks related to Laser scanning applications: 2D drawings,3D Modeling, and BIMProcessing and calculations from survey data, architectural plans, and engineering drawings"
291,Civil Engineer,Deutschland Technology Limited -,"Obour City, Cairo, Egypt ","Bachelor’s degree in civil or Architecture EngineeringAt least 2 years of experience in the same fieldFemales are preferred.Proficiency in Microsoft Office (Excel, Outlook, Word, and PowerPoint).Excellent Command of Arabic & English language skills.AutoCAD is a mustPrimavera is a mustProven experience with technical drawings and details.Extensive knowledge of preparing BOQs (in both Arabic & English languages) including quantity surveys.Knowledge of design standards, local codes, and government regulations.Possession of great work ethic, high degree of integrity, and willingness to put in the hours whenever needed.High organization skills and ability to prioritize & concurrently service multiple projects.Ability to manage own time.Critical thinking, using logic and reasoning to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems.A good eye for details.Ability to work & perform under pressure.Interpersonal skills and ability to effectively communicate with clients, consultants, contractors, suppliers, and other team members. ","Issuing all plans needed for the project.Understand projects scope, and specs & analyze them.Coordinate with project stakeholders and make sure they’re following up project plan.Following up on project progress and updating plans & project reports.Perform regular analysis of the project’s status.Tracking project issues throughout the project & take action accordingly.Attending project progress meetings as required and following up on action plans.Develop and initiate ideas to enhance the performance of planning projects.Monitor, track, update & follow up on all plans.Update plans according to the weekly reports.Report weekly & daily to team leader.Ensure that the project is completed within the cost, time & quality needed"
292,Civil Engineer,4B Contracting  -,"Nasr City, Cairo, Egypt ","BSc of Engineering , Governmental UniversityGraduation Project : Steel StructureSAP2000 , Excel , AutoCAD ( Excellent Level )Experience should be in Steel Feld.",Preparing and developing technical presentations to explain our company's products or services to customers.Collaborating with sales teams to understand customer requirements and provide sales support.Setting and achieving sales goals.Responsible for understanding the needs of the customers.Follow-up sales leads until closer. Handle customers inquires and technical quires through the internal company recourses.Ensuring a high level of customers satisfaction throughout the sales process. 
293,Civil Engineer,Leeds -,"Sheikh Zayed, Giza, Egypt ",B.Sc. in Mech./Civil Engineering1-3 years of experience Erection Site Field experienceCommunication SkillsCoping with PressuresSupervising & ObservingWorking in a teamPlanning & OrganizingFollowing Instructions & Procedures,"Review all materials delivered to the site and check it with drawingsControlling of all documents revision for the projectCarry out inspection as per approved inspection and test plan and procedurePreparing and performing punch list follow up till Client acceptance and final handoverExecutes the specific inspections of materials, equipment and construction activitiesStudy Project Bill of Quantities, Drawings and SchedulesPreparing Finishing works (Floor tiles, plastering, paintings, water proof, heat insulation …etc.)Quantity SurveyPrepare procurement requestsMonitor projects time plan and ScheduleMonitoring work progressPreparing interim paymentsPrepare and Review shop drawings and follow up drawings amendments during the implementation processPreparation of As-built drawingsImplement cost-effective measures for reducing project cost"
294,Civil Engineer,Unitech -,"6th of October, Giza, Egypt ",0 – 3 years experience (Fresh Graduates are welcome to apply)Bachelor's Degree in civil or architectural engineeringExperience in Site Construction work is plusStrong project management and negotiation skillsAbility to work with multiple discipline projectsProblem-solving.High attention to detail.Highly organizedHigh Leadership Skills.,"
Searching for new clients who could benefit from your products in a designated region
Traveling to visit potential clients
Establishing new, and maintaining existing, relationships with customers
Managing and interpreting customer requirements0
Persuading clients that a product or service will best satisfy their needs
Calculating client quotations
Negotiating tender and contract terms
Negotiating and closing sales by agreeing terms and conditions
Offering after-sales support services Administering client accounts
Analyzing costs and sales Preparing reports for head office
Meeting regular sales targets
Recording and maintaining client contact data
Co-ordinating sales projects
Supporting marketing by attending trade shows, conferences and other marketing events
Making technical presentations and demonstrating how a product will meet client needs
Providing pre-sales technical assistance and product education
Liaising with other members of the sales team and other technical experts
Solving client problems
Helping in the design of custom-made products
"
